"id","titulo","adulto","orcamento","idioma_original","popularidade","data_de_estreia","resumo","receita","duracao","genero","ator_1","ator_2","ator_3","ator_4","ator_5","dirigido_por","escrito_por_1","escrito_por_2","historia_original"
52627,"Knights",False,0,"en",0.0,"1993-04-19","In the future, as a result of devastating wars, all suitable for cultivation of land turned into one big lifeless desert. In the search of fertile lands around the world were traveling group of nomadic farmers. But one of the distant city genesis in these lands came cyborgs. For the operation they need human resources, or more simply - blood. To combat this army of Vampire creator has been sent cyborg Gabriel (Christopherson). In this he will help the girl Nea (Long), whose parents as a child killed the main villain - Job (Henriksen).",0.0,95.0,"Action","Lance Henriksen","Kris Kristofferson","Gary Daniels","Scott Paulin","Nicholas Guest","Albert Pyun","","",""
14111,"Battle For Haditha",False,0,"en",4.0,"2007-09-11","An investigation of the massacre of 24 men, women and children in Haditha, Iraq allegedly shot by 4 U.S. Marines in retaliation for the death of a U.S. Marine killed by a roadside bomb. The movie follows the story of the Marines of Kilo Company, an Iraqi family, and the insurgents who plant the roadside bomb.",0.0,97.0,"Action","Matthew Knoll","Elliott Ruiz","Eric Mehalacopoulos","Nathan De La Cruz","Andrew McLaren","Nick Broomfield","","",""
208968,"Kumail Nanjiani: Beta Male",False,0,"en",0.0,"2013-07-21","Stand up Special debuted July 20th 2013",0.0,41.0,"Comedy","Kumail Nanjiani","","","","","Marcus Raboy","","",""
46443,"Django, Prepare a Coffin",False,0,"it",3.0,"1968-01-27","A mysterious gunfighter named Django is employed by a local crooked political boss as a hangman to execute innocent locals framed by the boss, who wants their land. What the boss doesn't know is that Django isn't hanging the men at all, just making it look like he is, and using the men he saves from the gallows to build up his own ""gang"" in order to take revenge on the boss, who, with Django's former best friend, caused the death of his wife years before.",0.0,92.0,"Action","Terence Hill","George Eastman","Horst Frank","José Torres","Pinuccio Ardia","Ferdinando Baldi","Ferdinando Baldi","Franco Rossetti",""
86608,"Track of the Cat",False,0,"en",1.0,"1954-11-27","A family saga: In a stunning mountain valley ranch setting near Aspen, complex and dangerous family dynamics play out against the backdrop of the first big snowstorm of winter and an enormous panther with seemingly mythical qualities which is killing cattle.",0.0,102.0,"Action","Robert Mitchum","Diana Lynn","Tab Hunter","Teresa Wright","Beulah Bondi","William A. Wellman","A.I. Bezzerides","",""
6037,"Murder by Death",False,0,"en",10.0,"1976-06-23","Lionel Twain invites the world's five greatest detectives to a 'dinner and murder'. Included are a blind butler, a deaf-mute maid, screams, spinning rooms, secret passages, false identities and more plot turns and twists than are decently allowed.",0.0,94.0,"Comedy","Peter Falk","Eileen Brennan","Peter Sellers","Alec Guinness","David Niven","Robert Moore","","",""
1495,"Kingdom of Heaven",False,130000000,"en",29.0,"2005-05-03","After his wife dies, a blacksmith named Balian is thrust into royalty, political intrigue and bloody holy wars during the Crusades.",211643158.0,144.0,"Action","Orlando Bloom","Eva Green","Jeremy Irons","Marton Csokas","Brendan Gleeson","Ridley Scott","William Monahan","",""
13121,"Teeth",False,0,"en",11.0,"2007-01-19","Dawn is an active member of her high-school chastity club but, when she meets Tobey, nature takes its course, and the pair answer the call. They suddenly learn she is a living example of the vagina dentata myth, when the encounter takes a grisly turn.",0.0,94.0,"Comedy","Jess Weixler","John Hensley","Josh Pais","Hale Appleman","Lenny Von Dohlen","Mitchell Lichtenstein","","",""
69526,"The Assassination Bureau",False,0,"en",12.0,"1969-03-09","The Assassination Bureau has existed for decades (perhaps centuries) until Diana Rigg begins to investigate it. The high moral standing of the Bureau (only killing those who deserve it) is called into question by her. She puts out a contract for the Bureau to assassinate its leader on the eve of World War I.",0.0,110.0,"Comedy","Oliver Reed","Diana Rigg","Telly Savalas","Curd Jürgens","Philippe Noiret","Basil Dearden","","",""
4529,"The Defector",False,0,"en",0.0,"1966-10-20","Professor Bower, an American physicist, is effectively blackmailed by a shady CIA agent named Adams to help the CIA obtain secret microfilm from a defecting Russian scientist. The reluctant Bower travels to East Germany undercover as an antiques collector where he encounters Heinzmann, an East German fellow physicist, who is also a secret agent. Heinzmann is aware of Bower's meeting with Adams and his intention to steal the microfilm, however their mutual respect for one another's tactics complicate the proceedings.",0.0,106.0,"Action","Montgomery Clift","Macha Méril","Christine Delaroche","Hardy Krüger","Roddy McDowall","Raoul Lévy","Robert Guenette","Raoul Lévy",""
190967,"3 Geezers!",False,0,"en",2.0,"2013-05-22","Follow actor J Kimball as he researches what it's like to be old for a role in an upcoming movie. When he meets the residents at The Coconuts convalescent home, he quickly discovers that his perceptions of the elderly may be off from today's reality. After being on the wrong end of some pranks, J enlists the help of his Hollywood friends to turn the tides. Mayhem ensues.",0.0,81.0,"Comedy","J.K. Simmons","Tim Allen","Scott Caan","Basil Hoffman","Kevin Pollak","Michelle Schumacher","","",""
196255,"Gregory Go Boom",False,0,"en",1.0,"2013-05-22","A paraplegic man leaves home for the first time only to discover that life on the outside is not like he had imagined it.",0.0,18.0,"Comedy","Michael Cera","Sarah Burns","Brett Gelman","Anna Rose Hopkins","Stephanie Allynne","Janicza Bravo","","",""
62036,"Fiasco in Milan",False,0,"it",1.0,"1959-12-19","The usual gang of robbers in engaged by a thief from Milan to steal a suitcase full of money, but troubles will menace the success of the operation.",0.0,0.0,"Comedy","Vittorio Gassman","Nino Manfredi","Tiberio Murgia","Claudia Cardinale","Renato Salvatori","Nanni Loy","Agenore Incrocci","",""
299828,"Women Who Flirt",False,0,"zh",1.0,"2014-11-28","When Zhang Hui is told by long-time best friend Xiao Gong that he has a new girlfriend, she is determined to learn new tricks to gain him back. Based on the novel written by Luo Fuman, ""Everyone Loves Tender Women"".",0.0,97.0,"Comedy","Zhou Xun","Huang Xiaoming","Sonia Sui","Evonne Hsieh","","Pang Ho-cheung","","",""
58302,"Dus",False,0,"hi",3.0,"2005-07-08","Siddhant Dheer lives a wealthy lifestyle with his brother, Shashank, and sister, Anu. Both Siddhant and Shashank work for India's Anti-Terrorist Cell (ATC), along with Aditya and Aditi. After interrogating a suspect named Altaf, they get information that terrorists are planning a major strike in Canada that may endanger 25000 lives during the month of May. Altaf tells them the mastermind behind this attack is a terrorist named Jambhal, who has a contact named Himmat Mehndi. Shashank, and Aditya fly to Canada, meet with ATC Agent Neha, and then abduct Himmat, who denies that profusely. The duo team up with Canadian Police Officer Danish ""Dan"", and together attempt to piece together whatever information they have gathered from Himmat, only to find out that no one is who they claim they are, and the duo find themselves entrapped in a web of deceit and lies, with no clues as to who is behind the threat - the countdown for which has already begun. Written by rAjOo (gunwanti@hotmail.com)",0.0,146.0,"Action","Sanjay Dutt","Abhishek Bachchan","Sunil Shetty","Esha Deol","Shilpa Shetty","Anubhav Sinha","","",""
8275,"American Pie Presents: The Naked Mile",False,0,"en",14.0,"2006-12-07","The movie will shift its focus on Erik Stifler, the cousin of Matt and Steve, a youngster who is nothing like his wild relations. Peer pressure starts to turn him to live up to the legacy of the other Stiflers when he attends the Naked Mile, a naked run across the college campus. Things get worse when he finds that his cousin Dwight is the life of the party down at the campus",0.0,97.0,"Comedy","Christopher McDonald","Eugene Levy","John White","Jessy Schram","Steve Talley","Joe Nussbaum","Erik Lindsay","",""
248710,"The Only Ones",False,1490000,"en",0.0,"2013-12-27","Hanna is a 30 something single woman from Helsinki. She has a good job and great friends and has almost given up on finding the Mr. Right. One night, Hanna meets Markus, a dark stranger who sweeps her off her feet.",0.0,117.0,"Comedy","Anna-Maija Tuokko","Ilkka Villi","Antti Reini","","","Saara Cantell","","",""
31203,"Little Nicholas",False,0,"fr",17.0,"2009-09-30","Nicolas has a happy existence, parents who love him, a great group of friends with whom he has great fun, and all he wants is that nothing to changes... However, one day, he overhears a conversation that leads him to believe that his life might change forever, his mother is pregnant!. He panics and envisions the worst: soon a little brother will...",0.0,91.0,"Comedy","Maxime Godart","Valérie Lemercier","Kad Merad","Sandrine Kiberlain","François-Xavier Demaison","Laurent Tirard","Alain Chabat","Grégoire Vigneron","René Goscinny"
10845,"2001 Maniacs",False,3000000,"en",8.0,"2005-05-12","On their way to Spring Break, college kids take a detour through an old Southern town. The people of Pleasant Valley insist the kids stay for their annual barbecue celebration... but instead of getting a taste of the old South, the old South gets a taste of them!",0.0,87.0,"Comedy","Robert Englund","Dylan Edrington","Lin Shaye","Giuseppe Andrews","Jay Gillespie","Tim Sullivan","","",""
36054,"Champagne",False,0,"en",1.0,"1928-08-19","Betty, rebellious daughter of a millionaire, decides to marry the pennyless Jean, against her father's will. She runs away to France and she starts living a life of luxury on the profits from her father's business. The rich man decides to put a stop to her behavior pretending his business crashed. Betty now has to find money by herself and she gets a job in a night club.",0.0,93.0,"Comedy","Betty Balfour","Gordon Harker","Jean Bradin","Ferdinand von Alten","Fanny Wright","Alfred Hitchcock","","",""
75736,"Catch.44",False,7000000,"en",10.0,"2011-12-08","The lives of three female assassins take a sudden turn when their charming boss lures them into one last job. They soon find themselves thrust into a bizarre situation involving a psychotic hit man, a grizzled trucker and a delusional line cook.",0.0,93.0,"Action","Bruce Willis","Malin Åkerman","Nikki Reed","Deborah Ann Woll","Forest Whitaker","Aaron Harvey","Aaron Harvey","",""
21605,"Thunderpants",False,0,"en",2.0,"2002-05-24","An 11-year-old boy's amazing ability to break wind leads him first to fame and then to death row, before it helps him to fulfill his ambition of becoming an astronaut.",0.0,83.0,"Comedy","Bruce Cook","Rupert Grint","Simon Callow","Stephen Fry","Celia Imrie","Peter Hewitt","Peter Hewitt","Phil Hughes",""
97421,"Kansas Raiders",False,0,"en",1.0,"1950-08-19","Outraged by Redleg atrocities, the James and Younger Brothers along with Kit Dalton join Quantrill's Raiders and find themselves participating in even worse war crimes.",0.0,80.0,"Action","Audie Murphy","Brian Donlevy","Marguerite Chapman","Scott Brady","Tony Curtis","Ray Enright","Robert L. Richards","",""
81867,"Breakaway",False,0,"en",2.0,"2011-09-30","A hockey enthusiast since 12 years of age, Toronto-based Rajvinder Singh, even went to the extent of trimming his hair, discarding his Pagri/turban, did not complete his education, incurred the wrath of his father, Darvesh, who wanted him to be involved in the family business as well as confirm and respect Sikh religion principles and values. Hoping to play professional hockey, Rajvinder, along with other fellow Sikh players, instead finds himself treated as the object of ridicule, referred to as a 'joker', by mainstream Caucasian players. Even his friends tease him and ask him to take up 'Guli Danda' and Kabaddi', while his father makes him work for Uncle Sammy as a truck driver. He is attracted to stunning law student Melissa Winters while her brother, Dan, offers to coach Rajvinder and his team. Unable to get themselves included in any team, they form their own...",0.0,101.0,"Comedy","Vinay Virmani","Russell Peters","Camilla Belle","Anupam Kher","Rob Lowe","Robert Lieberman","Vinay Virmani","",""
343070,"Flight World War II",False,0,"en",0.0,"2015-06-02","International Flight 42 is on course, when all of a sudden a massive and weird storm crops up around the plane. This sends the plane back in time to the year 1940- smack dab in the middle of WWII! Now, the crew and passengers must not only find a way back to their time, but fight off the Axis powers.",0.0,90.0,"Action","Faran Tahir","Robbie Kay","Aqueela Zoll","Matias Ponce","Alberto Barros Jr.","Emile Edwin Smith","Jacob Cooney","Bill Hanstock",""
